class1,class3,substance,smiles
Dermatologicals,Antipruritics,tolpropamine,CC1=CC=C(C=C1)C(CCN(C)C)C2=CC=CC=C2
Dermatologicals,"Antipsoriatic, systemic",acitretin,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC
Dermatologicals,"Antipsoriatic, systemic",etretinate,CCOC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C(=C(C=C1C)OC)C)C
Dermatologicals,"Antipsoriatic, topical",calcipotriol,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C
Dermatologicals,"Antipsoriatic, topical",calcitriol,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
Dermatologicals,"Antipsoriatic, topical",dithranol,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O
Dermatologicals,"Antipsoriatic, topical",fumaric acid,C(=C/C(=O)O)\C(=O)O
Dermatologicals,"Antipsoriatic, topical",methoxsalen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
Dermatologicals,"Antipsoriatic, topical",tacalcitol,C[C@H](CC[C@H](C(C)C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
Dermatologicals,"Antipsoriatic, topical",tapinarof,CC(C)C1=C(C=C(C=C1O)/C=C/C2=CC=CC=C2)O
Dermatologicals,"Antipsoriatic, topical",tazarotene,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
Dermatologicals,"Antipsoriatic, topical",trioxysalen,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
Dermatologicals,Antiseptics,aminoacridine,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N
Dermatologicals,Antiseptics,cetrimide,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
Dermatologicals,Antiseptics,chloroxylenol,CC1=CC(=CC(=C1Cl)C)O
Dermatologicals,Antiseptics,ethacridine,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N
Dermatologicals,Antiseptics,ethanol,CCO
Dermatologicals,Antiseptics,hexachlorophene,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
Dermatologicals,Antiseptics,hydrogen peroxide,OO
Dermatologicals,Antiseptics,iodine,II
Dermatologicals,Antiseptics,isopropanol,CC(C)O
Dermatologicals,Antiseptics,merbromin,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=C(C(=C(C=C24)Br)[O-])[Hg])Br)C(=O)[O-].O.[Na+].[Na+]
Dermatologicals,Antiseptics,phenylmercuric borate,B(O)(O)O[Hg]C1=CC=CC=C1.C1=CC=C(C=C1)[Hg].O
Dermatologicals,Antiseptics,polihexanide,CCCCCCN=C(N)N=C(N)N
Dermatologicals,Antiseptics,potassium permanganate,[O-][Mn](=O)(=O)=O.[K+]
Dermatologicals,Antiseptics,propamidine,C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N
Dermatologicals,Antiseptics,propanol,CCCO
Dermatologicals,Antiseptics,silver,[Ag]
Dermatologicals,Antiseptics,silver nitrate,[N+](=O)([O-])[O-].[Ag+]
Dermatologicals,Antiseptics,thiomersal,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+]
Dermatologicals,Antiseptics,triclosan,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
Dermatologicals,"Chemotherapeutics, topical",docosanol,CCCCCCCCCCCCCCCCCCCCCCO
Dermatologicals,"Chemotherapeutics, topical",ibacitabine,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)I)CO)O
Dermatologicals,"Chemotherapeutics, topical",imiquimod,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N
Dermatologicals,"Chemotherapeutics, topical",ingenol,C[C@@H]1C[C@@H]2[C@@H](C2(C)C)[C@@H]3C=C([C@H]([C@]4([C@@]1(C3=O)C=C([C@@H]4O)C)O)O)CO
Dermatologicals,"Chemotherapeutics, topical",mafenide,C1=CC(=CC=C1CN)S(=O)(=O)N
Dermatologicals,"Chemotherapeutics, topical",podophyllotoxin,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O
Dermatologicals,"Chemotherapeutics, topical",silver sulfadiazine,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+]
Dermatologicals,Cicatrizants,dexpanthenol,CC(C)(CO)[C@H](C(=O)NCCCO)O
Dermatologicals,Cicatrizants,enoxolone,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O
Dermatologicals,Cicatrizants,sodium chlorite,[O-]Cl=O.[Na+]
Dermatologicals,Cicatrizants,trolamine,C(CO)N(CCO)CCO
Dermatologicals,Corticosteroids,alclometasone,C[C@@H]1C[C@H]2[C@@H]3[C@@H](CC4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)C)Cl
Dermatologicals,Corticosteroids,amcinonide,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6
Dermatologicals,Corticosteroids,clobetasol,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)F)C
Dermatologicals,Corticosteroids,clobetasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3(C(=O)C[C@@]2([C@]1(C(=O)CCl)O)C)F)C
Dermatologicals,Corticosteroids,clocortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)Cl)C)F
Dermatologicals,Corticosteroids,desonide,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O
Dermatologicals,Corticosteroids,desoximetasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C
Dermatologicals,Corticosteroids,diflorasone,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
Dermatologicals,Corticosteroids,diflucortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C)F
Dermatologicals,Corticosteroids,difluprednate,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C(=O)COC(=O)C
Dermatologicals,Corticosteroids,fluclorolone acetonide,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)Cl)Cl
Dermatologicals,Corticosteroids,fludroxycortide,C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F
Dermatologicals,Corticosteroids,flumetasone,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
Dermatologicals,Corticosteroids,fluocortin,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@H]1C(=O)C(=O)O)C)O)C)F
Dermatologicals,Corticosteroids,fluprednidene,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1CC(=C)[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@@]43C)F)O
Dermatologicals,Corticosteroids,halcinonide,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F
Dermatologicals,Corticosteroids,halometasone,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C(=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)Cl)F
Dermatologicals,Corticosteroids,prednicarbate,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC
Dermatologicals,Corticosteroids,ulobetasol,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)F)C)F
Dermatologicals,Emollients,carbamide,C(=O)(N)N
Dermatologicals,Enzymes,collagenase,CCCCCCCCC1CCC2(C1(CCC3(C2CCC4(C3(CC5=C(C4)N=C6CC7(C(CCC8C7(CCC9(C8(CCC9CCCCCCCC)C)C)C)(CC6=N5)C)C)C)C)C)C)C
Dermatologicals,Medicated dressings,iodoform,C(I)(I)I
Dermatologicals,Other dermatological,abrocitinib,CCCS(=O)(=O)NC1CC(C1)N(C)C2=NC=NC3=C2C=CN3
Dermatologicals,Other dermatological,brimonidine,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
Dermatologicals,Other dermatological,crisaborole,B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C#N)O
Dermatologicals,Other dermatological,delgocitinib,C[C@H]1CN([C@]12CCN(C2)C3=NC=NC4=C3C=CN4)C(=O)CC#N
Dermatologicals,Other dermatological,deoxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
Dermatologicals,Other dermatological,gamolenic acid,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O
Dermatologicals,Other dermatological,glycopyrronium,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
Dermatologicals,Other dermatological,hydroquinone,C1=CC(=CC=C1O)O
Dermatologicals,Other dermatological,mequinol,COC1=CC=C(C=C1)O
Dermatologicals,Other dermatological,metandienone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C
Dermatologicals,Other dermatological,monobenzone,C1=CC=C(C=C1)COC2=CC=C(C=C2)O
Dermatologicals,Other dermatological,pimecrolimus,CC[C@@H]1/C=C(/C[C@@H](C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]4CC[C@@H]([C@@H](C4)OC)Cl)/C)O)C)OC)OC)C)\C
Dermatologicals,Other dermatological,pyrithione,C1=CC(=S)N(C=C1)O
Dermatologicals,Protectives against UV,afamelanotide,CCCC[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N5CCC[C@H]5C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC6=CC=C(C=C6)O)NC(=O)[C@H](CO)NC(=O)C
Dermatologicals,Protectives against UV,aminobenzoic acid,C1=CC(=CC=C1C(=O)O)N
Dermatologicals,Protectives against UV,octinoxate,CCCCC(CC)COC(=O)/C=C/C1=CC=C(C=C1)OC
Genitourinary,Androgens,androstanolone,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C
Genitourinary,Androgens,fluoxymesterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F
Genitourinary,Androgens,mesterolone,C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C
Genitourinary,Androgens,methyltestosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C
Genitourinary,Androgens,testosterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
Genitourinary,Antiandrogens,cyproterone,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)O
Genitourinary,Drugs for benign prostatic hypertrophy,alfuzosin,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
Genitourinary,Drugs for benign prostatic hypertrophy,dutasteride,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C
Genitourinary,Drugs for benign prostatic hypertrophy,finasteride,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C
Genitourinary,Drugs for benign prostatic hypertrophy,silodosin,C[C@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F
Genitourinary,Drugs for benign prostatic hypertrophy,tamsulosin,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
Genitourinary,Drugs for benign prostatic hypertrophy,terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
Genitourinary,Estrogens,chlorotrianisene,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC
Genitourinary,Estrogens,dienestrol,C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)O
Genitourinary,Estrogens,diethylstilbestrol,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O
Genitourinary,Estrogens,estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
Genitourinary,Estrogens,estriol,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O
Genitourinary,Estrogens,estrone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O
Genitourinary,Estrogens,ethinylestradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
Genitourinary,Estrogens,mestranol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC
Genitourinary,Estrogens,promestriene,CCCOC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4OC)C
Genitourinary,Estrogens,tibolone,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O
Genitourinary,Gonadotropins,chorionic gonadotrophin,C(C[C@@H](C(=O)O)N)CC(=O)N[C@@H](CS)C(=O)NCC(=O)O
Genitourinary,Gonadotropins,clomifene,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3
Genitourinary,Gonadotropins,cyclofenil,CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C
Genitourinary,Gonadotropins,epimestrol,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@H]2O)O)CCC4=C3C=CC(=C4)OC
Genitourinary,Gonadotropins,human menopausal gonadotrophin,CC(C)(C)CCCCC=O
Genitourinary,Gynecological antiinfectives,acetic acid,CC(=O)O
Genitourinary,Gynecological antiinfectives,butoconazole,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl
Genitourinary,Gynecological antiinfectives,candicidin,C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC\2CC(C(C(CC(=O)CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC(C(/C=C/C=C/C=C/C=C/C=C/C=C/C=C2)C)C(C)CC(C)C(CC(=O)C3=CC=C(C=C3)N)O)O)O)O)O)C(=O)O)O)O)N)O
Genitourinary,Gynecological antiinfectives,ciclopirox,CC1=CC(=O)N(C(=C1)C2CCCCC2)O
Genitourinary,Gynecological antiinfectives,clodantoin,CCCCC(CC)C1C(=O)N(C(=O)N1)SC(Cl)(Cl)Cl
Genitourinary,Gynecological antiinfectives,clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
Genitourinary,Gynecological antiinfectives,dequalinium,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C
Genitourinary,Gynecological antiinfectives,diiodohydroxyquinoline,C1=CC2=C(C(=C(C=C2I)I)O)N=C1
Genitourinary,Gynecological antiinfectives,econazole,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
Genitourinary,Gynecological antiinfectives,fenticonazole,C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
Genitourinary,Gynecological antiinfectives,flutrimazole,C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4
Genitourinary,Gynecological antiinfectives,furazolidone,C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]
Genitourinary,Gynecological antiinfectives,hexetidine,CCCCC(CC)CN1CC(CN(C1)CC(CC)CCCC)(C)N
Genitourinary,Gynecological antiinfectives,hydroxyquinoline,Oc1ccc2ccccc2n1
Genitourinary,Gynecological antiinfectives,inosine,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
Genitourinary,Gynecological antiinfectives,isoconazole,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
Genitourinary,Gynecological antiinfectives,lactic acid,CC(C(=O)O)O
Genitourinary,Gynecological antiinfectives,mepartricin,C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC2C/C=C/C=C/C=C/C=C\C=C/C=C/C=C/C(C(OC(=O)CC(CC(=O)CC(CC(CC(CC(CC3(CC(C(C2O3)C(=O)OC)O)O)O)O)O)O)O)C(C)CCC(CC(=O)C4=CC=C(C=C4)NC)O)C)O)N)O
Genitourinary,Gynecological antiinfectives,natamycin,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O
Genitourinary,Gynecological antiinfectives,nifuratel,CSCC1CN(C(=O)O1)/N=C/C2=CC=C(O2)[N+](=O)[O-]
Genitourinary,Gynecological antiinfectives,nystatin,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(CC2C(C(C[C@](O2)(CC(C(CCC(CC(CC(CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O
Genitourinary,Gynecological antiinfectives,omoconazole,C/C(=C(\C1=C(C=C(C=C1)Cl)Cl)/OCCOC2=CC=C(C=C2)Cl)/N3C=CN=C3
Genitourinary,Gynecological antiinfectives,oxiconazole,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl
Genitourinary,Gynecological antiinfectives,pentamycin,CCCCC[C@H]([C@@H]1[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H]([C@H]([C@@H](/C(=C/C=C/C=C/C=C/C=C/[C@@H]([C@H](OC1=O)C)O)/C)O)O)O)O)O)O)O)O)O
Genitourinary,Gynecological antiinfectives,policresulen,CC1=CC(=C(C=C1CC2=CC(=C(C(=C2C)CC3=CC(=C(C=C3C)O)S(=O)(=O)O)O)S(=O)(=O)O)S(=O)(=O)O)O
Genitourinary,Gynecological antiinfectives,povidone,C=CN1CCCC1=O
Genitourinary,Gynecological antiinfectives,sertaconazole,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
Genitourinary,Gynecological antiinfectives,terconazole,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl
Genitourinary,Gynecological antiinfectives,tioconazole,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
Genitourinary,Hormonal contraceptives,desogestrel,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34
Genitourinary,Hormonal contraceptives,drospirenone,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C
Genitourinary,Hormonal contraceptives,etonogestrel,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
Genitourinary,Hormonal contraceptives,gestodene,CC[C@]12CC[C@H]3[C@H]([C@@H]1C=C[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
Genitourinary,Hormonal contraceptives,levonorgestrel,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
Genitourinary,Hormonal contraceptives,lynestrenol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34
Genitourinary,Hormonal contraceptives,medroxyprogesterone,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C
Genitourinary,Hormonal contraceptives,megestrol,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C
Genitourinary,Hormonal contraceptives,norelgestromin,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=NO)CC[C@H]34
Genitourinary,Hormonal contraceptives,norethisterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
Genitourinary,Hormonal contraceptives,norgestimate,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)OC(=O)C)CCC4=C/C(=N/O)/CC[C@H]34
Genitourinary,Hormonal contraceptives,norgestrienone,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O
Genitourinary,Hormonal contraceptives,ulipristal,CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O
Genitourinary,Other gynecologicals,atosiban,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSCCC(=O)N[C@@H](C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(=O)N)CC(=O)N)[C@@H](C)O
Genitourinary,Other gynecologicals,bremelanotide,CCCC[C@@H](C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CC2=CN=CN2)CC3=CC=CC=C3)CCCN=C(N)N)CC4=CNC5=CC=CC=C54)C(=O)O)NC(=O)C
Genitourinary,Other gynecologicals,fenoterol,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
Genitourinary,Other gynecologicals,flibanserin,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F
Genitourinary,Other gynecologicals,metergoline,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
Genitourinary,Other gynecologicals,quinagolide,CCCN1C[C@H](C[C@H]2[C@H]1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC
Genitourinary,Other gynecologicals,ritodrine,C[C@H]([C@H](C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O
Genitourinary,Other gynecologicals,terguride,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C
Genitourinary,Other sex hormones,bazedoxifene,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O
Genitourinary,Other sex hormones,danazol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5
Genitourinary,Other sex hormones,lasofoxifene,C1CCN(C1)CCOC2=CC=C(C=C2)[C@H]3[C@H](CCC4=C3C=CC(=C4)O)C5=CC=CC=C5
Genitourinary,Other sex hormones,mifepristone,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O
Genitourinary,Other sex hormones,ormeloxifene,CC1([C@@H]([C@H](C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5)C
Genitourinary,Other sex hormones,ospemifene,C1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\C3=CC=C(C=C3)OCCO)/CCCl
Genitourinary,Other sex hormones,prasterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C
Genitourinary,Other sex hormones,raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
Genitourinary,Progestogens,allylestrenol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(CC=C)O)CCC4=CCCC[C@H]34
